DEP_NAME,COMMODS,SIZE_VAL,GEOL_PROV,O_STRAT_NM,H_STRAT_NM,LONGITUDE,LATITUDE
SUGARLOAF,"Graphite, Cobalt, Copper",Low Significance,CLEVE SUBDOMAIN (GAWLER CRATON),Middleback Subgroup,Middleback Subgroup,136.3287037,-33.4868444
CHRISTIAN,Copper,Low Significance,CLEVE SUBDOMAIN (GAWLER CRATON),Spilsby Suite unit 2,Lower Middleback Jaspilite,136.4232867,-33.6031974
YADNARIE,Copper,Low Significance,CLEVE SUBDOMAIN (GAWLER CRATON),Yadnarie Schist,Yadnarie Schist,136.4569526,-33.6504224
TARDLAPINNA WELL,Copper,Low Significance,ADELAIDE GEOSYNCLINE,gossan,Amberoona Formation,139.3809834,-29.9309705
WAUKAWOONDNA CREEK,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Wonoka Formation,138.8584135,-30.7902275
BULLOCK HEAD BORE,Copper,Low Significance,ADELAIDE GEOSYNCLINE,hydrothermal alteration,Bunyeroo Formation,138.9627994,-30.8697135
PRINCESS ROYAL FAR NORTH,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Woolshed Flat Shale,138.9959633,-33.7565595
RED RANGE NORTH,"Zinc, Silver, Copper, Lead",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Ajax Limestone,138.3454445,-30.8879074
WALTERS,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Bunyeroo Formation,138.3993705,-30.8930614
CAINES,Copper,Low Significance,ADELAIDE GEOSYNCLINE,hydrothermal alteration,Bunyeroo Formation,138.2556965,-30.7897164
HILLS CLAIM,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Bunyeroo Formation,138.4001935,-30.8703504
EGAN,"Copper, Gold, Tungsten",Low Significance,WILLYAMA INLIERS (CURNAMONA PROVINCE),hydrothermal alteration,Willyama Supergroup,139.8384862,-31.9791925
OAK PARK EAST,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Belair Subgroup,139.5379752,-32.8198155
BILLEROO HILL WEST,Copper,Low Significance,WILLYAMA INLIERS (CURNAMONA PROVINCE),quartz vein,Willyama Supergroup,139.8979242,-31.8916005
MINBRIE SPRINGS,Copper,Low Significance,CLEVE SUBDOMAIN (GAWLER CRATON),hydrothermal alteration,Warrow Quartzite,136.8961896,-33.5174064
WIPERAMINGA,"Copper, Feldspar",Low Significance,WILLYAMA INLIERS (CURNAMONA PROVINCE),hydrothermal alteration,Bimba Formation,140.4333232,-31.9754295
BOOLCOOMATA,Copper,Low Significance,WILLYAMA INLIERS (CURNAMONA PROVINCE),quartz vein,Willyama Supergroup,140.4637912,-31.9578075
BIMBA NORTH,Copper,Low Significance,WILLYAMA INLIERS (CURNAMONA PROVINCE),deep weathering,Bimba Formation,140.2175902,-31.9057735
OLD STATION BORE,Copper,Low Significance,WILLYAMA INLIERS (CURNAMONA PROVINCE),quartz vein,Willyama Supergroup,139.6939153,-31.9007635
MONARTO,Copper,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein unit 4,Tapanappa Formation,139.1297982,-35.0241395
BIMBA,Copper,Low Significance,WILLYAMA INLIERS (CURNAMONA PROVINCE),deep weathering,Bimba Formation,140.1990572,-31.9330835
BILLEROO NORTH,Copper,Low Significance,WILLYAMA INLIERS (CURNAMONA PROVINCE),quartz vein,Willyama Supergroup,139.9146362,-31.8505165
WINDAMERTA,"Copper, Uranium",Low Significance,WILLYAMA INLIERS (CURNAMONA PROVINCE),hydrothermal alteration,Mesoproterozoic unit 1,139.8217632,-31.9250175
KOBOL,Copper,Low Significance,MUSGRAVE PROVINCE,Mesoproterozoic unit 21,Birksgate Complex,132.9391643,-26.8577462
WANKA WANKA,"Nickel, Cobalt, Copper",Low Significance,MUSGRAVE PROVINCE,Tertiary-Pleistocene regolith/colluvial sediments,Giles Complex,132.7613144,-26.7784662
OLD WELL,Copper,Low Significance,MOORILYANNA GRABEN,Mesoproterozoic unit 21,Wataru Gneiss,133.0903173,-26.7672183
CAROLINE,"Copper, Nickel",Low Significance,FREGON SUBDOMAIN (MUSGRAVE PROVINCE),Giles Complex unit 2,Giles Complex,130.7343046,-26.4257412
KENMORE 1,"Copper, Chrysoprase",Low Significance,MUSGRAVE PROVINCE,Birksgate Complex,Birksgate Complex,132.7815714,-26.1511442
BILLS HILL,Copper,Low Significance,ADELAIDE GEOSYNCLINE,hydrothermal alteration,Wilyerpa Formation,140.5812241,-32.2929125
DRY CREEK,Copper,Low Significance,WILLYAMA INLIERS (CURNAMONA PROVINCE),hydrothermal alteration,Willyama Supergroup unit 1,140.8886911,-32.3002156
WOOCALLA,Copper,Low Significance,CARIEWERLOO BASIN,Pandurra Formation,Woocalla Dolomite Member,137.1887106,-31.6851154
NEW MOUNT LIVERPOOL NORTH,Copper,Low Significance,CLEVE SUBDOMAIN (GAWLER CRATON),quartz vein unit 4,Donington Suite,135.9697537,-34.3844324
MIDNINTIE,Copper,Low Significance,CLEVE SUBDOMAIN (GAWLER CRATON),Warrow Quartzite,Yunta Well Leucogranite,136.1315917,-34.2257434
BURRAWING,"Copper, Gold",Low Significance,CLEVE SUBDOMAIN (GAWLER CRATON),Lower Middleback Jaspilite,Lower Middleback Jaspilite,136.1107257,-34.2692484
COPPER RIDGE,Copper,Low Significance,GAWLER CRATON,Donington Suite,Donington Suite,136.0645747,-34.3220164
TUMBY SOUTH,"Copper, Manganese",Low Significance,CLEVE SUBDOMAIN (GAWLER CRATON),Tertiary-Pleistocene regolith/colluvial sediments,Donington Suite,136.0597147,-34.3279294
QUEEN BEE,"Copper, Gold",Locally Significant,WILLYAMA INLIERS (CURNAMONA PROVINCE),quartz vein,Willyama Supergroup,140.5662621,-32.2682155
DALBY ISLAND,"Copper, Zinc",Low Significance,GAWLER CRATON,Donington Suite,Donington Suite,136.2360646,-34.5642744
ETHIUDNA EAST,"Copper, Wollastonite",Low Significance,WILLYAMA INLIERS (CURNAMONA PROVINCE),deep weathering,Ethiudna Subgroup,139.8400742,-32.0505815
ETHIUDNA NO.1,"Copper, Cobalt",Low Significance,WILLYAMA INLIERS (CURNAMONA PROVINCE),hydrothermal alteration,Ethiudna Calc-silicate Group,139.8549292,-32.0545925
STREMPEL,Copper,Low Significance,WILLYAMA INLIERS (CURNAMONA PROVINCE),hydrothermal alteration,Bimba Formation,139.8288492,-32.0628185
NETLEY GAP WELL,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Belair Subgroup,140.0365842,-32.7735025
MARJORIE,"Copper, Silver",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Benda Siltstone,140.0524392,-32.0972985
DOUGHBOY WELL,Copper,Low Significance,WILLYAMA INLIERS (CURNAMONA PROVINCE),Ethiudna Subgroup,Ethiudna Calc-silicate Group,140.1165392,-32.0867835
ETHIUDNA,"Graphite, Copper",Low Significance,WILLYAMA INLIERS (CURNAMONA PROVINCE),Willyama Supergroup unit 1,Willyama Supergroup,139.8622112,-32.0548235
ETHIUDNA MAIN SHAFT,"Copper, Cobalt, Uranium, Wollastonite",Low Significance,WILLYAMA INLIERS (CURNAMONA PROVINCE),hydrothermal alteration,Willyama Supergroup,139.8376292,-32.0497895
BLACK MARIA,"Copper, Graphite",Low Significance,WILLYAMA INLIERS (CURNAMONA PROVINCE),quartz vein unit 4,Willyama Supergroup unit 14,140.2949472,-32.1083175
WALPARUTA,"Copper, Gold",Low Significance,WILLYAMA INLIERS (CURNAMONA PROVINCE),Willyama Supergroup unit 8,Willyama Supergroup unit 8,140.0479362,-32.2315595
MARY,"Copper, Gold",Low Significance,WILLYAMA INLIERS (CURNAMONA PROVINCE),quartz-feldpsar vein,Ethiudna Calc-silicate Group,140.4591731,-32.0643825
MENINGIE WELL,Copper,Low Significance,WILLYAMA INLIERS (CURNAMONA PROVINCE),deep weathering,Willyama Supergroup unit 21,140.3819912,-32.0652345
PUTTS WELL,"Copper, Gold",Low Significance,WILLYAMA INLIERS (CURNAMONA PROVINCE),Bimba Formation,Mesoproterozoic unit 1,140.4039592,-32.0185995
MACDONALD HILL,"Copper, Gold",Low Significance,WILLYAMA INLIERS (CURNAMONA PROVINCE),Ethiudna Subgroup,Ethiudna Subgroup,140.4152011,-32.2040485
MOUNT BULL,"Copper, Gold, Iron",Low Significance,WILLYAMA INLIERS (CURNAMONA PROVINCE),hydrothermal alteration,Willyama Supergroup,140.2736052,-32.0072385
APOINGA,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Appila Tillite,138.9631833,-33.8103785
ST ELMO,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Skillogalee Dolomite,139.0428032,-33.8566805
KARKULTO RMC,"Iron Ore, Copper",Low Significance,ADELAIDE GEOSYNCLINE,sheared rocks,Appila Tillite,138.9212353,-33.8825525
BRANCH CREEK SOUTH,Copper,Low Significance,ADELAIDE GEOSYNCLINE,hydrothermal alteration,kimberlite,138.9768913,-33.3671495
WILKINS,"Copper, Gold, Cobalt",Locally Significant,WILLYAMA INLIERS (CURNAMONA PROVINCE),Wiperaminga Subgroup,Wiperaminga Subgroup,140.5473961,-32.2017675
TRINITY SOUTH,Copper,Low Significance,WILLYAMA INLIERS (CURNAMONA PROVINCE),quartz vein,Palaeoproterozoic unit 2,140.9470061,-32.2969156
MALLEE DAM,Copper,Low Significance,ADELAIDE GEOSYNCLINE,hydrothermal alteration,Cradock Quartzite Member,140.0566622,-32.7223295
GILES NOB,Copper,Low Significance,DELAMERIAN OROGEN,quartz vein unit 4,Anabama Granite,140.3317631,-32.5645225
LYNDOCH DAM,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Burra Group,140.8016131,-32.5339376
PINDING ROCKS,"Lead, Silver, Copper, Zinc",Low Significance,CHRISTIE SUBDOMAIN (GAWLER CRATON),quartz vein,Gawler Range Volcanics,134.3930271,-30.7787393
WINCKEL AND GASKELL,Copper,Low Significance,CLEVE SUBDOMAIN (GAWLER CRATON),pegmatite,Cook Gap Schist,136.3778857,-33.6149844
SIMMS AND BRADLEY,Copper,Low Significance,CLEVE SUBDOMAIN (GAWLER CRATON),Tertiary-Pleistocene regolith/colluvial sediments,Cook Gap Schist,136.4930316,-33.6416044
TRENOWDENS,Copper,Low Significance,WILLYAMA INLIERS (CURNAMONA PROVINCE),calcite,Willyama Supergroup unit 1,140.9172811,-32.2956866
DRY CREEK,"Copper, Corundum",Low Significance,WILLYAMA INLIERS (CURNAMONA PROVINCE),Willyama Supergroup unit 1,Willyama Supergroup unit 1,140.8920931,-32.2977826
CEMETERY,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Yudnamutana Subgroup,140.5651031,-32.3441705
MINGARY CUTANA,"Iron, Copper, Iron Ore",Low Significance,WILLYAMA INLIERS (CURNAMONA PROVINCE),Tertiary-Pleistocene regolith/colluvial sediments,Willyama Supergroup,140.7463911,-32.2964186
MICHELLE HILL,Copper,Low Significance,WILLYAMA INLIERS (CURNAMONA PROVINCE),Palaeoproterozoic unit 2,Willyama Supergroup unit 1,140.6310061,-32.3267885
GUM WELL,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Saddleworth Formation,139.8222962,-32.7939685
GUM CREEK,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Saddleworth Formation,139.7849022,-32.8031085
BLACK FEATHER,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Bunyeroo Formation,138.4007425,-30.8732474
BELTANA BLOCKS,"Lead, Silver, Copper",Low Significance,ADELAIDE GEOSYNCLINE,hydrothermal alteration,Ajax Limestone,138.1375585,-30.8317634
ACLAIR NO.4,Copper,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein unit 4,Tapanappa Formation,138.9939142,-35.1264575
IRON BLOW,Copper,Low Significance,ADELAIDE GEOSYNCLINE,hydrothermal alteration,Wonoka Formation,138.3251855,-30.8153854
MOUNT ROEBUCK SOUTH,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Nuccaleena Formation,138.9881574,-30.8755465
PINDA CREEK SOUTH,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,breccia unit 3,138.8850654,-30.7852925
GRAINGERS,"Lead, Silver, Copper, Zinc",Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein,Delamerian igneous unit 16,137.2279594,-35.7056424
NEW YEAR,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Curdimurka Subgroup,138.3450965,-30.8171024
SIX MILE,Copper,Low Significance,ADELAIDE GEOSYNCLINE,hydrothermal alteration,Bunyeroo Formation,138.4032185,-30.8977384
WOODS,Copper,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein unit 3,Balquhidder Formation,138.7106672,-35.4244175
BRADFORDS,"Copper, Gold",Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein,Tapanappa Formation,138.7586492,-35.3302135
CURRENCY CREEK,"Copper, Silver",Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein unit 4,Middleton Sandstone,138.7554972,-35.4539255
WHEAL HARMONY,Copper,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein,Tapanappa Formation,138.9941752,-35.1113155
ACLAIR NO.2,Copper,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein,Tapanappa Formation,138.9912002,-35.1252405
FREEWAY SOUTH,Copper,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein unit 4,Tapanappa Formation,138.9803982,-35.1138815
FREEWAY NORTH,Copper,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),deep weathering,Tapanappa Formation,139.0102532,-35.1133835
STIRLING HILL,Copper,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),hydrothermal alteration,Tapanappa Formation,138.9203952,-35.1996835
ACLAIR SOUTH,Copper,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein,Tapanappa Formation,138.9836822,-35.1342205
BREADALBANE,Copper,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein,Tapanappa Formation,138.9110812,-35.2116935
STRATHALBYN NORTH,"Copper, Silver, Lead",Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),Tapanappa Formation,Tapanappa Formation,138.9135352,-35.2329565
MONSTER LODE,"Gold, Copper",Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein unit 4,Tapanappa Formation,138.9235022,-35.1973805
MENKOO,Copper,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),Tapanappa Formation,Tapanappa Formation,138.9939692,-35.0749805
ACLAIR WEST,Copper,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),hydrothermal alteration,Tapanappa Formation,138.9756702,-35.1231785
WHEAL FRIENDSHIP,Copper,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein,Tapanappa Formation,139.0318082,-35.0927965
QUARRY,Copper,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein unit 4,Tapanappa Formation,138.9536592,-35.1308995
WHEAL ROSE,"Lead, Silver, Copper, Zinc",Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein,Talisker Formation,138.9583432,-35.0963825
WHEAL MARY,Copper,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein,Tapanappa Formation,139.0068292,-35.0872735
MARKS AND SKINNER,Copper,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein,Palmer Granite,139.1520022,-34.8504725
SOUTH HILL,"Copper, Silver, Gold",Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein,Tapanappa Formation,138.9697782,-35.1085655
BREMER,"Copper, Gold, Bismuth",Locally Significant,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein unit 3,Tapanappa Formation,139.0374042,-35.1135565
WONGA WONGA,Copper,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein,Tapanappa Formation,139.0329192,-35.0969855
WHEAL FORTUNE,Copper,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein,Tapanappa Formation,138.9969002,-35.1075745
PARINGA EAST,"Copper, Gold",Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein,Tapanappa Formation,138.9920362,-35.0911755
DELSIE,"Copper, Silver",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Saddleworth Formation,139.2057762,-34.1546675
MOUNT BARKER CREEK,Copper,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein,Tapanappa Formation,138.9524842,-35.1332465
STRATHALBYN,"Lead, Silver, Copper, Zinc",Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein,Tapanappa Formation,138.9127782,-35.2398045
CORONATION HILL,"Lead, Silver, Gold, Copper",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Appila Tillite unit 1,139.1270272,-34.0010825
KANMANTOO NO.2,Copper,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein,Tapanappa Formation,139.0092022,-35.0844265
LADY JANE SOUTH,Copper,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein unit 4,Tapanappa Formation,139.0920072,-35.0609655
WHEAL PROSPER NORTH,Copper,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein unit 4,Tapanappa Formation,139.0260502,-35.1043565
PARINGA,"Copper, Silver, Lead",Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein unit 3,Tapanappa Formation,139.0017942,-35.0985405
KANMANTOO WEST,Copper,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein,Tapanappa Formation,139.0022992,-35.0931485
ANGAS,"Zinc, Silver, Gold, Copper, Lead",Locally Significant,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),Tapanappa Formation,Tapanappa Formation,138.9196162,-35.2516865
KANMANTOO NO.3,Copper,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein,Tapanappa Formation,139.0053362,-35.0765205
WHEAL PROSPER,"Copper, Silver, Lead",Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein,Tapanappa Formation,139.0246722,-35.1066145
KANMANTOO NO.1,Copper,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein,Tapanappa Formation,139.0110772,-35.0975305
ROCKLEIGH,Copper,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein,Backstairs Passage Formation,139.1272532,-35.0121665
RODWELL CREEK WEST,Copper,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein,Tapanappa Formation,138.9350142,-35.1992125
LADY JANE,"Gold, Arsenic, Copper",Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein,Tapanappa Formation,139.0924512,-35.0592485
PREAMIMMA NORTH,Copper,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein,Tapanappa Formation,139.0915392,-35.0211205
SMITH AND SOLOMONS,Copper,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein,Tapanappa Formation,139.0095122,-35.0219545
ACLAIR NO.3,Copper,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein,Tapanappa Formation,138.9922822,-35.1258895
ACLAIR NO.1,Copper,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein unit 4,Tapanappa Formation,138.9908872,-35.1246035
BACK CALLINGTON,Copper,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein,Tapanappa Formation,139.0032372,-35.1041625
WHEAL EMMA,"Lead, Silver, Copper",Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein,Talisker Formation,138.9539062,-35.0939645
